function,header-id,runs,time(pct),time(ms)_Z6renderIfEjRKSt6vectorIP6SphereIT_ESaIS4_EE,6,1,99.4819,771.9792
_Z6renderIfEjRKSt6vectorIP6SphereIT_ESaIS4_EE,15,1,0.5181,4.0207
_Z5traceIfE4Vec3IT_ERKS2_S4_RKSt6vectorIP6SphereIS1_ESaIS8_EERKi,2,1578318,43.0052,333.7202
_Z5traceIfE4Vec3IT_ERKS2_S4_RKSt6vectorIP6SphereIS1_ESaIS8_EERKi,25,460386,11.3990,88.4560
